company_name,ticker,sector,period_end,operating_cash_flow
Merck & Co. Inc.,MRK,Healthcare,2010-12-31,10822000000.0
Merck & Co. Inc.,MRK,Healthcare,2011-12-31,12383000000.0
Merck & Co. Inc.,MRK,Healthcare,2012-12-31,10022000000.0
Merck & Co. Inc.,MRK,Healthcare,2013-12-31,11654000000.0
Merck & Co. Inc.,MRK,Healthcare,2014-12-31,7989000000.0
Merck & Co. Inc.,MRK,Healthcare,2015-12-31,12538000000.0
Merck & Co. Inc.,MRK,Healthcare,2016-12-31,10376000000.0
Merck & Co. Inc.,MRK,Healthcare,2017-12-31,6451000000.0
Merck & Co. Inc.,MRK,Healthcare,2018-12-31,10922000000.0
Merck & Co. Inc.,MRK,Healthcare,2019-12-31,13440000000.0
Merck & Co. Inc.,MRK,Healthcare,2020-12-31,10253000000.0
Merck & Co. Inc.,MRK,Healthcare,2022-12-31,19095000000.0
Merck & Co. Inc.,MRK,Healthcare,2023-12-31,13006000000.0
Merck & Co. Inc.,MRK,Healthcare,2024-12-31,21468000000.0
Merck & Co. Inc.,MRK,Healthcare,2025-12-31,16472000000.0
Eli Lilly and Company,LLY,Healthcare,2007-12-31,5154500000.0
Eli Lilly and Company,LLY,Healthcare,2008-12-31,7295600000.0
Eli Lilly and Company,LLY,Healthcare,2009-12-31,4335500000.0
Eli Lilly and Company,LLY,Healthcare,2010-12-31,6856800000.0
Eli Lilly and Company,LLY,Healthcare,2011-12-31,7234500000.0
Eli Lilly and Company,LLY,Healthcare,2012-12-31,5304800000.0
Eli Lilly and Company,LLY,Healthcare,2013-12-31,5735000000.0
Eli Lilly and Company,LLY,Healthcare,2014-12-31,4458400000.0
Eli Lilly and Company,LLY,Healthcare,2015-12-31,2964600000.0
Eli Lilly and Company,LLY,Healthcare,2017-12-31,5615600000.0
Eli Lilly and Company,LLY,Healthcare,2018-12-31,5524500000.0
Eli Lilly and Company,LLY,Healthcare,2019-12-31,4836600000.0
Eli Lilly and Company,LLY,Healthcare,2020-12-31,6499600000.0
Eli Lilly and Company,LLY,Healthcare,2021-12-31,7365900000.0
Eli Lilly and Company,LLY,Healthcare,2022-12-31,7585700000.0
Eli Lilly and Company,LLY,Healthcare,2023-12-31,4240000000.0
Eli Lilly and Company,LLY,Healthcare,2024-12-31,8818000000.0
Eli Lilly and Company,LLY,Healthcare,2025-12-31,16813000000.0
AbbVie Inc.,ABBV,Healthcare,2017-12-31,9960000000.0
AbbVie Inc.,ABBV,Healthcare,2018-12-31,13427000000.0
AbbVie Inc.,ABBV,Healthcare,2019-12-31,13324000000.0
AbbVie Inc.,ABBV,Healthcare,2020-12-31,17588000000.0
AbbVie Inc.,ABBV,Healthcare,2021-12-31,22777000000.0
AbbVie Inc.,ABBV,Healthcare,2022-12-31,24943000000.0
AbbVie Inc.,ABBV,Healthcare,2023-12-31,22839000000.0
AbbVie Inc.,ABBV,Healthcare,2024-12-31,18806000000.0
AbbVie Inc.,ABBV,Healthcare,2025-12-31,19030000000.0
Bristol Mayers Squibb Company,BMY,Healthcare,2007-12-31,3153000000.0
Bristol Mayers Squibb Company,BMY,Healthcare,2008-12-31,3707000000.0
Bristol Mayers Squibb Company,BMY,Healthcare,2009-12-31,4065000000.0
Bristol Mayers Squibb Company,BMY,Healthcare,2010-12-31,4491000000.0
Bristol Mayers Squibb Company,BMY,Healthcare,2011-12-31,4840000000.0
Bristol Mayers Squibb Company,BMY,Healthcare,2012-12-31,6941000000.0
Bristol Mayers Squibb Company,BMY,Healthcare,2013-12-31,3545000000.0
Bristol Mayers Squibb Company,BMY,Healthcare,2014-12-31,3148000000.0
Bristol Mayers Squibb Company,BMY,Healthcare,2015-12-31,2105000000.0
Bristol Mayers Squibb Company,BMY,Healthcare,2016-12-31,3058000000.0
Bristol Mayers Squibb Company,BMY,Healthcare,2017-12-31,5275000000.0
Bristol Mayers Squibb Company,BMY,Healthcare,2018-12-31,7066000000.0
Bristol Mayers Squibb Company,BMY,Healthcare,2019-12-31,8210000000.0
Bristol Mayers Squibb Company,BMY,Healthcare,2020-12-31,14052000000.0
Bristol Mayers Squibb Company,BMY,Healthcare,2021-12-31,16207000000.0
Bristol Mayers Squibb Company,BMY,Healthcare,2022-12-31,13066000000.0
Bristol Mayers Squibb Company,BMY,Healthcare,2023-12-31,13860000000.0
Bristol Mayers Squibb Company,BMY,Healthcare,2024-12-31,15190000000.0
Bristol Mayers Squibb Company,BMY,Healthcare,2025-12-31,14156000000.0
Amgen Inc.,AMGN,Healthcare,2007-12-31,5401000000.0
Amgen Inc.,AMGN,Healthcare,2008-12-31,5988000000.0
Amgen Inc.,AMGN,Healthcare,2009-12-31,6336000000.0
Amgen Inc.,AMGN,Healthcare,2010-12-31,5787000000.0
Amgen Inc.,AMGN,Healthcare,2011-12-31,5119000000.0
Amgen Inc.,AMGN,Healthcare,2012-12-31,5882000000.0
Amgen Inc.,AMGN,Healthcare,2014-12-31,8952000000.0
Amgen Inc.,AMGN,Healthcare,2015-12-31,9731000000.0
Amgen Inc.,AMGN,Healthcare,2016-12-31,10354000000.0
Amgen Inc.,AMGN,Healthcare,2017-12-31,11177000000.0
Amgen Inc.,AMGN,Healthcare,2018-12-31,11296000000.0
Amgen Inc.,AMGN,Healthcare,2019-12-31,9150000000.0
Amgen Inc.,AMGN,Healthcare,2020-12-31,10497000000.0
Amgen Inc.,AMGN,Healthcare,2021-12-31,9261000000.0
Amgen Inc.,AMGN,Healthcare,2022-12-31,9721000000.0
Amgen Inc.,AMGN,Healthcare,2023-12-31,8471000000.0
Amgen Inc.,AMGN,Healthcare,2024-12-31,11490000000.0
Amgen Inc.,AMGN,Healthcare,2025-12-31,9958000000.0
Gilead Sciences Inc.,GILD,Healthcare,2007-12-31,1669082000.0
Gilead Sciences Inc.,GILD,Healthcare,2008-12-31,2143384000.0
Gilead Sciences Inc.,GILD,Healthcare,2009-12-31,3080054000.0
Gilead Sciences Inc.,GILD,Healthcare,2010-12-31,2833913000.0
Gilead Sciences Inc.,GILD,Healthcare,2011-12-31,3639010000.0
Gilead Sciences Inc.,GILD,Healthcare,2012-12-31,3195000000.0
Gilead Sciences Inc.,GILD,Healthcare,2013-12-31,3105000000.0
Gilead Sciences Inc.,GILD,Healthcare,2014-12-31,12818000000.0
Gilead Sciences Inc.,GILD,Healthcare,2015-12-31,21250000000.0
Gilead Sciences Inc.,GILD,Healthcare,2016-12-31,17047000000.0
Gilead Sciences Inc.,GILD,Healthcare,2017-12-31,11898000000.0
Gilead Sciences Inc.,GILD,Healthcare,2018-12-31,8400000000.0
Gilead Sciences Inc.,GILD,Healthcare,2019-12-31,9144000000.0
Gilead Sciences Inc.,GILD,Healthcare,2020-12-31,8168000000.0
Gilead Sciences Inc.,GILD,Healthcare,2021-12-31,11384000000.0
Gilead Sciences Inc.,GILD,Healthcare,2022-12-31,9072000000.0
Gilead Sciences Inc.,GILD,Healthcare,2023-12-31,8006000000.0
Gilead Sciences Inc.,GILD,Healthcare,2024-12-31,10828000000.0
Gilead Sciences Inc.,GILD,Healthcare,2025-12-31,10019000000.0
Walmart Inc.,WMT,Consumer Staples,2008-01-31,20642000000.0
Walmart Inc.,WMT,Consumer Staples,2009-01-31,23147000000.0
Walmart Inc.,WMT,Consumer Staples,2010-01-31,26249000000.0
Walmart Inc.,WMT,Consumer Staples,2011-01-31,23643000000.0
Walmart Inc.,WMT,Consumer Staples,2012-01-31,24255000000.0
Walmart Inc.,WMT,Consumer Staples,2013-01-31,25591000000.0
Walmart Inc.,WMT,Consumer Staples,2014-01-31,23257000000.0
Walmart Inc.,WMT,Consumer Staples,2015-01-31,28564000000.0
Walmart Inc.,WMT,Consumer Staples,2016-01-31,27552000000.0
Walmart Inc.,WMT,Consumer Staples,2017-01-31,31673000000.0
Walmart Inc.,WMT,Consumer Staples,2018-01-31,28337000000.0
Walmart Inc.,WMT,Consumer Staples,2019-01-31,27753000000.0
Walmart Inc.,WMT,Consumer Staples,2020-01-31,25255000000.0
Walmart Inc.,WMT,Consumer Staples,2021-01-31,36074000000.0
Walmart Inc.,WMT,Consumer Staples,2022-01-31,24181000000.0
Walmart Inc.,WMT,Consumer Staples,2023-01-31,28841000000.0
Walmart Inc.,WMT,Consumer Staples,2024-01-31,35726000000.0
Walmart Inc.,WMT,Consumer Staples,2025-01-31,36443000000.0
Walmart Inc.,WMT,Consumer Staples,2026-01-31,41565000000.0
Costco Wholesale Corporation,COST,Consumer Staples,2008-08-31,2206000000.0
Costco Wholesale Corporation,COST,Consumer Staples,2009-08-30,2092000000.0
Costco Wholesale Corporation,COST,Consumer Staples,2010-08-29,2780000000.0
Costco Wholesale Corporation,COST,Consumer Staples,2011-08-28,3198000000.0
Costco Wholesale Corporation,COST,Consumer Staples,2012-09-02,3057000000.0
Costco Wholesale Corporation,COST,Consumer Staples,2018-09-02,5774000000.0
Costco Wholesale Corporation,COST,Consumer Staples,2019-09-01,6356000000.0
Costco Wholesale Corporation,COST,Consumer Staples,2020-08-30,8861000000.0
Costco Wholesale Corporation,COST,Consumer Staples,2021-08-29,8958000000.0
Costco Wholesale Corporation,COST,Consumer Staples,2022-08-28,7392000000.0
Costco Wholesale Corporation,COST,Consumer Staples,2023-09-03,11068000000.0
Costco Wholesale Corporation,COST,Consumer Staples,2024-09-01,11339000000.0
Costco Wholesale Corporation,COST,Consumer Staples,2025-08-31,13335000000.0
The Coca-Cola Company,KO,Consumer Staples,2007-12-31,7150000000.0
The Coca-Cola Company,KO,Consumer Staples,2008-12-31,7571000000.0
The Coca-Cola Company,KO,Consumer Staples,2009-12-31,8186000000.0
The Coca-Cola Company,KO,Consumer Staples,2011-12-31,9474000000.0
The Coca-Cola Company,KO,Consumer Staples,2012-12-31,10645000000.0
The Coca-Cola Company,KO,Consumer Staples,2014-12-31,10615000000.0
The Coca-Cola Company,KO,Consumer Staples,2015-12-31,10528000000.0
The Coca-Cola Company,KO,Consumer Staples,2017-12-31,7041000000.0
The Coca-Cola Company,KO,Consumer Staples,2018-12-31,7627000000.0
The Coca-Cola Company,KO,Consumer Staples,2019-12-31,10471000000.0
The Coca-Cola Company,KO,Consumer Staples,2020-12-31,9844000000.0
The Coca-Cola Company,KO,Consumer Staples,2021-12-31,12625000000.0
The Coca-Cola Company,KO,Consumer Staples,2023-12-31,11599000000.0
The Coca-Cola Company,KO,Consumer Staples,2024-12-31,6805000000.0
The Coca-Cola Company,KO,Consumer Staples,2025-12-31,7408000000.0
PepsiCo Inc.,PEP,Consumer Staples,2007-12-29,6934000000.0
PepsiCo Inc.,PEP,Consumer Staples,2009-12-26,6796000000.0
PepsiCo Inc.,PEP,Consumer Staples,2010-12-25,8448000000.0
PepsiCo Inc.,PEP,Consumer Staples,2011-12-31,8944000000.0
PepsiCo Inc.,PEP,Consumer Staples,2013-12-28,9688000000.0
PepsiCo Inc.,PEP,Consumer Staples,2014-12-27,10506000000.0
PepsiCo Inc.,PEP,Consumer Staples,2015-12-26,10864000000.0
PepsiCo Inc.,PEP,Consumer Staples,2016-12-31,10663000000.0
PepsiCo Inc.,PEP,Consumer Staples,2017-12-30,10030000000.0
PepsiCo Inc.,PEP,Consumer Staples,2018-12-29,9415000000.0
PepsiCo Inc.,PEP,Consumer Staples,2019-12-28,9649000000.0
PepsiCo Inc.,PEP,Consumer Staples,2020-12-26,10613000000.0
PepsiCo Inc.,PEP,Consumer Staples,2021-12-25,11616000000.0
PepsiCo Inc.,PEP,Consumer Staples,2023-12-30,13442000000.0
PepsiCo Inc.,PEP,Consumer Staples,2024-12-28,12507000000.0
PepsiCo Inc.,PEP,Consumer Staples,2025-12-27,12087000000.0
Nike Inc.,NKE,Consumer Discretionary,2008-05-31,1936300000.0
Nike Inc.,NKE,Consumer Discretionary,2009-05-31,1736000000.0
Nike Inc.,NKE,Consumer Discretionary,2010-05-31,3164000000.0
Nike Inc.,NKE,Consumer Discretionary,2011-05-31,1812000000.0
Nike Inc.,NKE,Consumer Discretionary,2013-05-31,3032000000.0
Nike Inc.,NKE,Consumer Discretionary,2014-05-31,3013000000.0
Nike Inc.,NKE,Consumer Discretionary,2015-05-31,4680000000.0
Nike Inc.,NKE,Consumer Discretionary,2016-05-31,3399000000.0
Nike Inc.,NKE,Consumer Discretionary,2017-05-31,3846000000.0
Nike Inc.,NKE,Consumer Discretionary,2018-05-31,4955000000.0
Nike Inc.,NKE,Consumer Discretionary,2019-05-31,5903000000.0
Nike Inc.,NKE,Consumer Discretionary,2020-05-31,2485000000.0
Nike Inc.,NKE,Consumer Discretionary,2021-05-31,6657000000.0
Nike Inc.,NKE,Consumer Discretionary,2022-05-31,5188000000.0
Nike Inc.,NKE,Consumer Discretionary,2023-05-31,5841000000.0
Nike Inc.,NKE,Consumer Discretionary,2024-05-31,7429000000.0
Nike Inc.,NKE,Consumer Discretionary,2025-05-31,3698000000.0
Nike Inc.,NKE,Consumer Discretionary,2026-05-31,2868000000.0
McDonald's Corporation,MCD,Consumer,2007-12-31,4876300000.0
McDonald's Corporation,MCD,Consumer,2008-12-31,5917200000.0
McDonald's Corporation,MCD,Consumer,2009-12-31,5751000000.0
McDonald's Corporation,MCD,Consumer,2010-12-31,6341600000.0
McDonald's Corporation,MCD,Consumer,2011-12-31,7150100000.0
McDonald's Corporation,MCD,Consumer,2012-12-31,6966100000.0
McDonald's Corporation,MCD,Consumer,2013-12-31,7120700000.0
McDonald's Corporation,MCD,Consumer,2014-12-31,6730300000.0
McDonald's Corporation,MCD,Consumer,2015-12-31,6539100000.0
McDonald's Corporation,MCD,Consumer,2016-12-31,6059600000.0
McDonald's Corporation,MCD,Consumer,2017-12-31,5551200000.0
McDonald's Corporation,MCD,Consumer,2018-12-31,6966700000.0
McDonald's Corporation,MCD,Consumer,2019-12-31,8122100000.0
McDonald's Corporation,MCD,Consumer,2020-12-31,6265200000.0
McDonald's Corporation,MCD,Consumer,2021-12-31,9141500000.0
McDonald's Corporation,MCD,Consumer,2022-12-31,7387000000.0
McDonald's Corporation,MCD,Consumer,2023-12-31,9612000000.0
McDonald's Corporation,MCD,Consumer,2024-12-31,9447000000.0
McDonald's Corporation,MCD,Consumer,2025-12-31,10551000000.0
Starbucks Corporation,SBUX,Consumer,2007-09-30,1331200000.0
Starbucks Corporation,SBUX,Consumer,2008-09-28,1258700000.0
Starbucks Corporation,SBUX,Consumer,2009-09-27,1389000000.0
Starbucks Corporation,SBUX,Consumer,2011-10-02,1612400000.0
Starbucks Corporation,SBUX,Consumer,2012-09-30,1750300000.0
Starbucks Corporation,SBUX,Consumer,2013-09-29,2908300000.0
Starbucks Corporation,SBUX,Consumer,2014-09-28,607800000.0
Starbucks Corporation,SBUX,Consumer,2015-09-27,3749100000.0
Starbucks Corporation,SBUX,Consumer,2016-10-02,4697900000.0
Starbucks Corporation,SBUX,Consumer,2017-10-01,4251800000.0
Starbucks Corporation,SBUX,Consumer,2018-09-30,11937800000.0
Starbucks Corporation,SBUX,Consumer,2019-09-29,5047000000.0
Starbucks Corporation,SBUX,Consumer,2020-09-27,1597800000.0
Starbucks Corporation,SBUX,Consumer,2021-10-03,5989100000.0
Starbucks Corporation,SBUX,Consumer,2022-10-02,4397300000.0
Starbucks Corporation,SBUX,Consumer,2023-10-01,6008700000.0
Starbucks Corporation,SBUX,Consumer,2024-09-29,6095600000.0
Starbucks Corporation,SBUX,Consumer,2025-09-28,4747500000.0
General Electric Company,GE,Industrials,2008-12-31,48653000000.0
General Electric Company,GE,Industrials,2009-12-31,24417000000.0
General Electric Company,GE,Industrials,2010-12-31,36124000000.0
General Electric Company,GE,Industrials,2011-12-31,33359000000.0
General Electric Company,GE,Industrials,2014-12-31,27709000000.0
General Electric Company,GE,Industrials,2015-12-31,19891000000.0
General Electric Company,GE,Industrials,2016-12-31,1160000000.0
General Electric Company,GE,Industrials,2017-12-31,6554000000.0
General Electric Company,GE,Industrials,2018-12-31,4978000000.0
General Electric Company,GE,Industrials,2019-12-31,8734000000.0
General Electric Company,GE,Industrials,2021-12-31,3481000000.0
General Electric Company,GE,Industrials,2022-12-31,5917000000.0
General Electric Company,GE,Industrials,2023-12-31,5189000000.0
General Electric Company,GE,Industrials,2024-12-31,4710000000.0
General Electric Company,GE,Industrials,2025-12-31,8537000000.0
Caterpillar Inc.,CAT,Industrials,2007-12-31,7955000000.0
Caterpillar Inc.,CAT,Industrials,2009-12-31,6343000000.0
Caterpillar Inc.,CAT,Industrials,2017-12-31,5706000000.0
Caterpillar Inc.,CAT,Industrials,2018-12-31,6558000000.0
Caterpillar Inc.,CAT,Industrials,2019-12-31,6912000000.0
Caterpillar Inc.,CAT,Industrials,2020-12-31,6327000000.0
Caterpillar Inc.,CAT,Industrials,2021-12-31,7198000000.0
Caterpillar Inc.,CAT,Industrials,2022-12-31,7766000000.0
Caterpillar Inc.,CAT,Industrials,2023-12-31,12885000000.0
Caterpillar Inc.,CAT,Industrials,2024-12-31,12035000000.0
Caterpillar Inc.,CAT,Industrials,2025-12-31,11739000000.0
Honeywell International Inc.,HON,Industrials,2010-06-30,218698000.0
Honeywell International Inc.,HON,Industrials,2011-06-30,240132000.0
Honeywell International Inc.,HON,Industrials,2013-06-30,309174000.0
Honeywell International Inc.,HON,Industrials,2014-06-30,341659000.0
Honeywell International Inc.,HON,Industrials,2015-06-30,373790000.0
Honeywell International Inc.,HON,Industrials,2016-06-30,366422000.0
Honeywell International Inc.,HON,Industrials,2017-06-30,357322000.0
Honeywell International Inc.,HON,Industrials,2018-06-30,412142000.0
Honeywell International Inc.,HON,Industrials,2019-06-30,431128000.0
Honeywell International Inc.,HON,Industrials,2020-06-30,510532000.0
Honeywell International Inc.,HON,Industrials,2021-06-30,462129000.0
Honeywell International Inc.,HON,Industrials,2022-06-30,504631000.0
Honeywell International Inc.,HON,Industrials,2023-06-30,381559000.0
Honeywell International Inc.,HON,Industrials,2024-06-30,568041000.0
Honeywell International Inc.,HON,Industrials,2025-06-30,641504000.0
Exxon Mobil Corporation,XOM,Energy,2007-12-31,52002000000.0
Exxon Mobil Corporation,XOM,Energy,2009-12-31,28438000000.0
Exxon Mobil Corporation,XOM,Energy,2010-12-31,48413000000.0
Exxon Mobil Corporation,XOM,Energy,2015-12-31,30344000000.0
Exxon Mobil Corporation,XOM,Energy,2016-12-31,22082000000.0
Exxon Mobil Corporation,XOM,Energy,2017-12-31,30066000000.0
Exxon Mobil Corporation,XOM,Energy,2018-12-31,36014000000.0
Exxon Mobil Corporation,XOM,Energy,2019-12-31,29716000000.0
Exxon Mobil Corporation,XOM,Energy,2020-12-31,14668000000.0
Exxon Mobil Corporation,XOM,Energy,2021-12-31,48129000000.0
Exxon Mobil Corporation,XOM,Energy,2022-12-31,76797000000.0
Exxon Mobil Corporation,XOM,Energy,2023-12-31,55369000000.0
Exxon Mobil Corporation,XOM,Energy,2024-12-31,55022000000.0
Exxon Mobil Corporation,XOM,Energy,2025-12-31,51970000000.0
Chevron Corporation,CVX,Energy,2008-12-31,29632000000.0
Chevron Corporation,CVX,Energy,2009-12-31,19373000000.0
Chevron Corporation,CVX,Energy,2010-12-31,31354000000.0
Chevron Corporation,CVX,Energy,2011-12-31,41095000000.0
Chevron Corporation,CVX,Energy,2012-12-31,38812000000.0
Chevron Corporation,CVX,Energy,2013-12-31,35002000000.0
Chevron Corporation,CVX,Energy,2014-12-31,31475000000.0
Chevron Corporation,CVX,Energy,2015-12-31,19456000000.0
Chevron Corporation,CVX,Energy,2016-12-31,12690000000.0
Chevron Corporation,CVX,Energy,2017-12-31,20338000000.0
Chevron Corporation,CVX,Energy,2018-12-31,30618000000.0
Chevron Corporation,CVX,Energy,2019-12-31,27314000000.0
Chevron Corporation,CVX,Energy,2020-12-31,10577000000.0
Chevron Corporation,CVX,Energy,2021-12-31,29187000000.0
Chevron Corporation,CVX,Energy,2022-12-31,49602000000.0
Chevron Corporation,CVX,Energy,2023-12-31,35609000000.0
Chevron Corporation,CVX,Energy,2024-12-31,31492000000.0
Chevron Corporation,CVX,Energy,2025-12-31,33939000000.0
ConocoPhillips,COP,Energy,2007-12-31,24550000000.0
ConocoPhillips,COP,Energy,2008-12-31,22658000000.0
ConocoPhillips,COP,Energy,2009-12-31,12479000000.0
ConocoPhillips,COP,Energy,2010-12-31,17045000000.0
ConocoPhillips,COP,Energy,2011-12-31,19646000000.0
ConocoPhillips,COP,Energy,2012-12-31,13922000000.0
ConocoPhillips,COP,Energy,2013-12-31,16141000000.0
ConocoPhillips,COP,Energy,2014-12-31,16569000000.0
ConocoPhillips,COP,Energy,2015-12-31,7572000000.0
ConocoPhillips,COP,Energy,2016-12-31,4403000000.0
ConocoPhillips,COP,Energy,2018-12-31,12934000000.0
ConocoPhillips,COP,Energy,2019-12-31,11104000000.0
ConocoPhillips,COP,Energy,2020-12-31,4802000000.0
ConocoPhillips,COP,Energy,2021-12-31,16996000000.0
ConocoPhillips,COP,Energy,2022-12-31,28314000000.0
ConocoPhillips,COP,Energy,2023-12-31,19965000000.0
ConocoPhillips,COP,Energy,2024-12-31,20124000000.0
ConocoPhillips,COP,Energy,2025-12-31,19796000000.0
The Boeing Company,BA,Industrial,2007-12-31,9584000000.0
The Boeing Company,BA,Industrial,2008-12-31,-401000000.0
The Boeing Company,BA,Industrial,2009-12-31,5603000000.0
The Boeing Company,BA,Industrial,2010-12-31,2952000000.0
The Boeing Company,BA,Industrial,2011-12-31,4023000000.0
The Boeing Company,BA,Industrial,2012-12-31,7508000000.0
The Boeing Company,BA,Industrial,2013-12-31,8179000000.0
The Boeing Company,BA,Industrial,2014-12-31,8858000000.0
The Boeing Company,BA,Industrial,2015-12-31,9363000000.0
The Boeing Company,BA,Industrial,2016-12-31,10496000000.0
The Boeing Company,BA,Industrial,2017-12-31,13346000000.0
The Boeing Company,BA,Industrial,2018-12-31,15322000000.0
The Boeing Company,BA,Industrial,2019-12-31,-2446000000.0
The Boeing Company,BA,Industrial,2020-12-31,-18410000000.0
The Boeing Company,BA,Industrial,2021-12-31,-3416000000.0
The Boeing Company,BA,Industrial,2022-12-31,3512000000.0
The Boeing Company,BA,Industrial,2023-12-31,5960000000.0
The Boeing Company,BA,Industrial,2024-12-31,-12080000000.0
The Boeing Company,BA,Industrial,2025-12-31,1065000000.0
United Parcel Service Inc.,UPS,Industrial,2007-12-31,1123000000.0
United Parcel Service Inc.,UPS,Industrial,2008-12-31,8426000000.0
United Parcel Service Inc.,UPS,Industrial,2009-12-31,5285000000.0
United Parcel Service Inc.,UPS,Industrial,2010-12-31,3835000000.0
United Parcel Service Inc.,UPS,Industrial,2011-12-31,7073000000.0
United Parcel Service Inc.,UPS,Industrial,2012-12-31,7216000000.0
United Parcel Service Inc.,UPS,Industrial,2013-12-31,7304000000.0
United Parcel Service Inc.,UPS,Industrial,2014-12-31,5726000000.0
United Parcel Service Inc.,UPS,Industrial,2015-12-31,7430000000.0
United Parcel Service Inc.,UPS,Industrial,2016-12-31,6473000000.0
United Parcel Service Inc.,UPS,Industrial,2017-12-31,1479000000.0
United Parcel Service Inc.,UPS,Industrial,2018-12-31,12711000000.0
United Parcel Service Inc.,UPS,Industrial,2019-12-31,8639000000.0
United Parcel Service Inc.,UPS,Industrial,2020-12-31,10459000000.0
United Parcel Service Inc.,UPS,Industrial,2021-12-31,15007000000.0
United Parcel Service Inc.,UPS,Industrial,2022-12-31,14104000000.0
United Parcel Service Inc.,UPS,Industrial,2023-12-31,10238000000.0
United Parcel Service Inc.,UPS,Industrial,2024-12-31,10122000000.0
United Parcel Service Inc.,UPS,Industrial,2025-12-31,8450000000.0
3M Company,MMM,Industrial,2016-12-31,6662000000.0
3M Company,MMM,Industrial,2017-12-31,6240000000.0
3M Company,MMM,Industrial,2018-12-31,6439000000.0
3M Company,MMM,Industrial,2020-12-31,8113000000.0
3M Company,MMM,Industrial,2021-12-31,7454000000.0
3M Company,MMM,Industrial,2022-12-31,5591000000.0
3M Company,MMM,Industrial,2023-12-31,6680000000.0
3M Company,MMM,Industrial,2024-12-31,1819000000.0
3M Company,MMM,Industrial,2025-12-31,2306000000.0
Deere & Company,DE,Industrial,2007-10-31,2759400000.0
Deere & Company,DE,Industrial,2008-10-31,1949000000.0
Deere & Company,DE,Industrial,2009-10-31,1984800000.0
Deere & Company,DE,Industrial,2015-11-01,3758800000.0
Deere & Company,DE,Industrial,2016-10-30,3769700000.0
Deere & Company,DE,Industrial,2017-10-29,2196000000.0
Deere & Company,DE,Industrial,2018-10-28,1822000000.0
Deere & Company,DE,Industrial,2019-11-03,3412000000.0
Deere & Company,DE,Industrial,2020-11-01,7483000000.0
Deere & Company,DE,Industrial,2021-10-31,7726000000.0
Deere & Company,DE,Industrial,2022-10-30,4699000000.0
Deere & Company,DE,Industrial,2023-10-29,8589000000.0
Deere & Company,DE,Industrial,2024-10-27,9231000000.0
Deere & Company,DE,Industrial,2025-11-02,7459000000.0
